SERIES.MATCH,T_Name,Game,Poss_ID,Team_1,Team_2,Origin,Start_,End_,Lost
308,T7s,38,15,FRA,NZL,Restart,6,8,HE
308,T7s,38,16,NZL,FRA,Scrum,8,8,Scrum stolen
308,T7s,38,17,FRA,NZL,Scrum steal,8,15,TRY
308,T7s,38,18,NZL,FRA,Restart,6,9,HE
308,T7s,38,19,FRA,NZL,Scrum,7,15,HE
309,T7s,39,1,FIJ,RSA,Restart,4,2,Poached
309,T7s,39,2,RSA,FIJ,Poach,14,13,HE
309,T7s,39,3,FIJ,RSA,Scrum,3,3,Tackled to touch
309,T7s,39,4,RSA,FIJ,Line out,13,14,HE
309,T7s,39,5,FIJ,RSA,Scrum,2,2,Kick
309,T7s,39,6,RSA,FIJ,Kick,5,5,Kicked to touch
309,T7s,39,7,FIJ,RSA,Line out,12,13,HE
309,T7s,39,8,RSA,FIJ,Scrum,1,1,Scrum stolen
309,T7s,39,9,FIJ,RSA,Scrum steal,13,13,PEN
309,T7s,39,10,RSA,FIJ,PK,1,7,HE
309,T7s,39,11,FIJ,RSA,Scrum,12,7,HE
309,T7s,39,12,RSA,FIJ,Scrum,9,9,Scrum stolen
309,T7s,39,13,FIJ,RSA,Scrum steal,7,8,Kick
309,T7s,39,14,RSA,FIJ,Kick,1,3,HE
309,T7s,39,15,FIJ,RSA,Scrum,12,15,TRY
309,T7s,39,16,RSA,FIJ,Restart,4,14,HE
309,T7s,39,17,FIJ,RSA,Scrum,2,2,Scrum stolen
309,T7s,39,18,RSA,FIJ,Scrum steal,14,15,TRY
309,T7s,39,19,FIJ,RSA,Restart,1,14,PEN
309,T7s,39,20,RSA,FIJ,PK,2,2,Kick
309,T7s,39,21,FIJ,RSA,Kick,7,8,Intercepted
309,T7s,39,22,RSA,FIJ,Intercept,8,8,Intercepted
309,T7s,39,23,FIJ,RSA,Intercept,8,8,Maul
310,T7s,40,1,ENG,CAN,Restart,2,2,Kicked to touch
310,T7s,40,2,CAN,ENG,Line out,4,7,Counter ruck
310,T7s,40,3,ENG,CAN,Counter ruck,9,6,PEN
310,T7s,40,4,CAN,ENG,PK,10,14,Counter ruck
310,T7s,40,5,ENG,CAN,Counter ruck,2,2,Kicked to touch
310,T7s,40,6,CAN,ENG,Line out,9,10,Intercepted
310,T7s,40,7,ENG,CAN,Intercept,6,14,TRY
310,T7s,40,8,CAN,ENG,Restart,4,7,PEN
310,T7s,40,9,ENG,CAN,PK,9,9,Kicked to touch
310,T7s,40,10,CAN,ENG,Restart,4,4,PEN
310,T7s,40,11,ENG,CAN,PK,12,14,HE
310,T7s,40,12,CAN,ENG,Scrum,2,2,Scrum stolen
310,T7s,40,13,ENG,CAN,Scrum steal,14,14,TRY
310,T7s,40,14,ENG,CAN,Scrum,12,12,Scrum stolen
310,T7s,40,15,CAN,ENG,Scrum steal,4,11,HE
310,T7s,40,16,ENG,CAN,Scrum,5,8,PEN
310,T7s,40,17,CAN,ENG,PK,8,13,TRY
311,T7s,41,1,POR,ARG,Restart,3,5,Kicked to touch
311,T7s,41,2,ARG,POR,Line out,6,9,PEN
311,T7s,41,3,POR,ARG,PK,7,10,HE
311,T7s,41,4,ARG,POR,Line out,6,6,PEN
311,T7s,41,5,POR,ARG,PK,10,14,HE
311,T7s,41,6,ARG,POR,Scrum,2,2,Kicked to touch
311,T7s,41,7,POR,ARG,Line out,10,10,Line out infraction
311,T7s,41,8,ARG,POR,Scrum,6,14,TRY
311,T7s,41,9,ARG,POR,Restart,1,1,Kicked to touch
311,T7s,41,10,POR,ARG,Line out,7,14,TRY
311,T7s,41,11,ARG,POR,Restart,4,8,Counter ruck
311,T7s,41,12,POR,ARG,Counter ruck,8,14,PEN
311,T7s,41,13,ARG,POR,PK,2,7,HE
311,T7s,41,14,POR,ARG,Line out,9,14,TRY
311,T7s,41,15,ARG,POR,Restart,3,5,PEN
311,T7s,41,16,POR,ARG,PK,11,11,Kicked to touch
312,T7s,42,1,AUS,USA,Restart,4,13,TRY
312,T7s,42,2,USA,AUS,Restart,5,13,TRY
312,T7s,42,3,USA,AUS,Scrum,12,8,Poached
312,T7s,42,4,AUS,USA,Poach,8,14,TRY
312,T7s,42,5,USA,AUS,Restart,4,13,HE
312,T7s,42,6,AUS,USA,Line out,13,13,HE
312,T7s,42,7,USA,AUS,Restart,5,14,TRY
312,T7s,42,8,AUS,USA,Restart,4,11,Poached
312,T7s,42,9,USA,AUS,Poach,5,2,Kick
312,T7s,42,10,AUS,USA,Kick,1,14,HE
312,T7s,42,11,USA,AUS,Scrum,2,2,Kick
312,T7s,42,12,AUS,USA,Kick,4,10,PEN
312,T7s,42,13,USA,AUS,PK,6,14,HE
312,T7s,42,14,AUS,USA,Scrum,2,2,Kicked to touch
312,T7s,42,15,USA,AUS,Restart,4,13,TRY
313,T7s,43,1,SCO,NZL,Restart,2,9,Line out stolen
313,T7s,43,2,NZL,SCO,Line out steal,7,15,PEN
313,T7s,43,3,SCO,NZL,PK,1,8,Kick
313,T7s,43,4,NZL,SCO,Kick,1,14,TRY
313,T7s,43,5,SCO,NZL,Restart,6,5,PEN
313,T7s,43,6,NZL,SCO,PK,11,15,TRY
313,T7s,43,7,SCO,NZL,Restart,5,14,TRY
313,T7s,43,8,NZL,SCO,Restart,5,9,Intercepted
313,T7s,43,9,SCO,NZL,Intercept,7,14,TRY
313,T7s,43,10,NZL,SCO,FK,8,10,HE
313,T7s,43,11,SCO,NZL,Scrum,6,11,Poached
313,T7s,43,12,NZL,SCO,Poach,5,12,Poached
313,T7s,43,13,SCO,NZL,Poach,4,2,HE
313,T7s,43,14,NZL,SCO,Scrum,14,15,Poached
313,T7s,43,15,SCO,NZL,Poach,1,2,HE
313,T7s,43,16,NZL,SCO,Scrum,14,14,TRY
314,T7s,44,1,CAN,FIJ,Scrum,5,7,PEN
314,T7s,44,2,FIJ,CAN,PK,9,15,TRY
314,T7s,44,3,CAN,FIJ,Restart,5,11,HE
314,T7s,44,4,FIJ,CAN,Scrum,5,7,HE
314,T7s,44,5,CAN,FIJ,Scrum,9,15,HE
314,T7s,44,6,FIJ,CAN,Scrum,1,2,Kick
314,T7s,44,7,CAN,FIJ,Kick,14,13,TRY
314,T7s,44,8,CAN,FIJ,Reclaim,10,14,HE
314,T7s,44,9,FIJ,CAN,Restart,4,9,HE
314,T7s,44,10,CAN,FIJ,Scrum,7,8,Intercepted
314,T7s,44,11,FIJ,CAN,Intercept,8,8,HE
314,T7s,44,12,CAN,FIJ,Scrum,8,13,TRY
314,T7s,44,13,FIJ,CAN,Restart,5,11,Intercepted
314,T7s,44,14,CAN,FIJ,Intercept,5,14,TRY
314,T7s,44,15,FIJ,CAN,FK,8,14,TRY
314,T7s,44,16,CAN,FIJ,Restart,5,12,PEN
314,T7s,44,17,FIJ,CAN,PK,4,14,TRY
315,T7s,45,1,ENG,RSA,Restart,4,5,Poached
315,T7s,45,2,RSA,ENG,Poach,11,11,Poached
315,T7s,45,3,ENG,RSA,Poach,5,8,Poached
315,T7s,45,4,RSA,ENG,Poach,8,15,HE
315,T7s,45,5,ENG,RSA,Scrum,1,5,HE
315,T7s,45,6,RSA,ENG,Scrum,11,11,PEN
315,T7s,45,7,ENG,RSA,PK,5,8,Maul
315,T7s,45,8,RSA,ENG,Scrum,8,8,Intercepted
315,T7s,45,9,ENG,RSA,Intercept,8,8,Poached
315,T7s,45,10,RSA,ENG,Poach,8,8,PEN
315,T7s,45,11,ENG,RSA,PK,8,14,TRY
315,T7s,45,12,ENG,RSA,Reclaim,11,11,PEN
315,T7s,45,13,RSA,ENG,PK,5,14,TRY
315,T7s,45,14,ENG,RSA,FK,8,12,Tackled to touch
315,T7s,45,15,RSA,ENG,Line out,4,11,PEN
315,T7s,45,16,ENG,RSA,PK,5,10,Counter ruck
315,T7s,45,17,RSA,ENG,Counter ruck,6,6,Kick
315,T7s,45,18,ENG,RSA,Kick,1,1,Tackled in goal
315,T7s,45,19,RSA,ENG,Restart,4,7,Intercepted
315,T7s,45,20,ENG,RSA,Intercept,9,14,TRY
315,T7s,45,21,RSA,ENG,Restart,4,13,HE
315,T7s,45,22,ENG,RSA,Scrum,3,3,Kicked to touch
315,T7s,45,23,RSA,ENG,Line out,10,10,Line out stolen
315,T7s,45,24,ENG,RSA,Line out steal,6,6,Kick
315,T7s,45,25,RSA,ENG,Kick,8,14,PEN
315,T7s,45,26,ENG,RSA,PK,2,14,TRY
315,T7s,45,27,RSA,ENG,Restart,4,14,TRY
315,T7s,45,28,RSA,ENG,Scrum,12,12,Kick
315,T7s,45,29,ENG,RSA,Kick,2,2,Kicked to touch
315,T7s,45,30,RSA,ENG,Line out,12,12,PEN
315,T7s,45,31,ENG,RSA,PK,4,7,Kicked to touch
316,S7s,1,1,CAN,USA,Restart,5,14,TRY
316,S7s,1,2,CAN,USA,Reclaim,11,15,HE
316,S7s,1,3,USA,CAN,Scrum,1,2,Counter ruck
316,S7s,1,4,CAN,USA,Counter ruck,14,14,TRY
316,S7s,1,5,USA,CAN,Scrum,5,5,Intercepted
316,S7s,1,6,CAN,USA,Intercept,11,14,TRY
316,S7s,1,7,CAN,USA,Scrum,10,15,TRY
316,S7s,1,8,USA,CAN,FK,8,11,PEN
316,S7s,1,9,CAN,USA,PK,5,15,TRY
316,S7s,1,10,CAN,USA,PK,11,13,TRY
316,S7s,1,11,USA,CAN,Restart,4,12,Poached
316,S7s,1,12,CAN,USA,Poach,4,4,Kicked to touch
317,S7s,2,1,JPN,ARG,Restart,2,4,Intercepted
317,S7s,2,2,ARG,JPN,Intercept,10,13,PEN
317,S7s,2,3,JPN,ARG,PK,3,6,Line out infraction
317,S7s,2,4,ARG,JPN,Scrum,10,13,Tackled in goal
317,S7s,2,5,JPN,ARG,22,2,2,Kick
317,S7s,2,6,ARG,JPN,Kick,7,14,TRY
317,S7s,2,7,JPN,ARG,Restart,1,3,Counter ruck
317,S7s,2,8,ARG,JPN,Counter ruck,13,14,HE
317,S7s,2,9,JPN,ARG,Scrum,2,4,Line out stolen
317,S7s,2,10,ARG,JPN,Line out steal,12,11,Intercepted
317,S7s,2,11,JPN,ARG,Intercept,5,9,PEN
317,S7s,2,12,ARG,JPN,PK,7,7,Kicked to touch
317,S7s,2,13,ARG,JPN,Restart,1,5,PEN
317,S7s,2,14,JPN,ARG,PK,11,13,TRY
317,S7s,2,15,ARG,JPN,Restart,2,8,HE
317,S7s,2,16,JPN,ARG,Scrum,8,9,PEN
317,S7s,2,17,ARG,JPN,PK,7,10,Line out stolen
317,S7s,2,18,JPN,ARG,Line out steal,6,6,Counter ruck
317,S7s,2,19,ARG,JPN,Counter ruck,10,11,Poached
317,S7s,2,20,JPN,ARG,Poach,5,14,HE
317,S7s,2,21,ARG,JPN,Scrum,2,3,Kick
317,S7s,2,22,JPN,ARG,Kick,10,14,TRY
317,S7s,2,23,ARG,JPN,Restart,4,13,TRY
318,S7s,3,1,ENG,AUS,Restart,5,2,Counter ruck
318,S7s,3,2,AUS,ENG,Counter ruck,14,15,TRY
318,S7s,3,3,AUS,ENG,Reclaim,11,13,TRY
318,S7s,3,4,ENG,AUS,Restart,5,14,TRY
318,S7s,3,5,AUS,ENG,Restart,6,9,Poached
318,S7s,3,6,ENG,AUS,Poach,7,8,Kick
318,S7s,3,7,AUS,ENG,Kick,2,1,Intercepted
318,S7s,3,8,ENG,AUS,Intercept,15,15,TRY
318,S7s,3,9,AUS,ENG,Restart,6,10,HE
318,S7s,3,10,AUS,ENG,Restart,4,14,TRY
318,S7s,3,11,ENG,AUS,Restart,6,4,HE
318,S7s,3,12,AUS,ENG,Scrum,12,13,Tackled to touch
318,S7s,3,13,ENG,AUS,Line out,3,15,Counter ruck
318,S7s,3,14,AUS,ENG,Counter ruck,1,1,Kicked to touch
318,S7s,3,15,ENG,AUS,Line out,12,14,TRY
318,S7s,3,16,AUS,ENG,Restart,5,7,HE
319,S7s,4,1,RUS,FRA,Restart,4,4,Poached
319,S7s,4,2,FRA,RUS,Poach,12,7,HE
319,S7s,4,3,RUS,FRA,Line out,9,7,Poached
319,S7s,4,4,FRA,RUS,Poach,9,5,Intercepted
319,S7s,4,5,RUS,FRA,Intercept,11,15,TRY
319,S7s,4,6,RUS,FRA,Reclaim,10,12,Kicked to touch
319,S7s,4,7,FRA,RUS,Line out,1,2,Kick
319,S7s,4,8,RUS,FRA,Kick,14,14,TRY
319,S7s,4,9,FRA,RUS,Restart,5,14,TRY
319,S7s,4,10,RUS,FRA,Restart,4,14,TRY
319,S7s,4,11,FRA,RUS,Restart,6,14,TRY
319,S7s,4,12,RUS,FRA,Restart,9,13,PEN
319,S7s,4,13,FRA,RUS,PK,3,14,TRY
319,S7s,4,14,RUS,FRA,Restart,4,7,Counter ruck
319,S7s,4,15,FRA,RUS,Counter ruck,9,11,Poached
319,S7s,4,16,RUS,FRA,Poach,5,9,HE
319,S7s,4,17,FRA,RUS,Scrum,7,12,HE
319,S7s,4,18,RUS,FRA,Scrum,4,4,HE
320,S7s,5,1,SAM,RSA,Scrum,11,8,PEN
320,S7s,5,2,RSA,SAM,PK,8,14,TRY
320,S7s,5,3,RSA,SAM,Reclaim,12,13,TRY
320,S7s,5,4,SAM,RSA,Restart,4,15,TRY
320,S7s,5,5,SAM,RSA,Restart,4,4,Intercepted
320,S7s,5,6,RSA,SAM,Intercept,12,13,Kick
320,S7s,5,7,SAM,RSA,Kick,1,5,Intercepted
320,S7s,5,8,RSA,SAM,Intercept,11,14,TRY
320,S7s,5,9,SAM,RSA,Restart,1,14,TRY
320,S7s,5,10,RSA,SAM,Restart,6,7,HE
320,S7s,5,11,SAM,RSA,Scrum,9,13,PEN
320,S7s,5,12,RSA,SAM,PK,3,11,Kicked to touch
321,S7s,6,1,NZL,KEN,Restart,2,15,TRY
321,S7s,6,2,KEN,NZL,Restart,3,7,HE
321,S7s,6,3,NZL,KEN,Scrum,9,13,Tackled to touch
321,S7s,6,4,KEN,NZL,Line out,3,3,Line out stolen
321,S7s,6,5,NZL,KEN,Line out steal,13,14,TRY
321,S7s,6,6,NZL,KEN,Line out,10,10,Line out stolen
321,S7s,6,7,KEN,NZL,Line out steal,6,12,Tackled to touch
321,S7s,6,8,NZL,KEN,Line out,4,9,HE
321,S7s,6,9,KEN,NZL,Restart,2,8,PEN
321,S7s,6,10,NZL,KEN,PK,8,13,TRY
321,S7s,6,11,NZL,KEN,Reclaim,10,13,PEN
321,S7s,6,12,KEN,NZL,PK,3,10,Intercepted
321,S7s,6,13,NZL,KEN,Intercept,6,15,TRY
321,S7s,6,14,KEN,NZL,Restart,4,14,TRY
321,S7s,6,15,NZL,KEN,Restart,1,7,PEN
321,S7s,6,16,KEN,NZL,PK,9,12,Counter ruck
321,S7s,6,17,NZL,KEN,Counter ruck,4,4,Kicked to touch
322,S7s,7,1,FIJ,WAL,FK,8,14,TRY
322,S7s,7,2,WAL,FIJ,Restart,8,13,TRY
322,S7s,7,3,FIJ,WAL,Restart,1,13,TRY
322,S7s,7,4,FIJ,WAL,Reclaim,8,14,HE
322,S7s,7,5,WAL,FIJ,Scrum,2,2,PEN
322,S7s,7,6,FIJ,WAL,PK,14,14,Intercepted
322,S7s,7,7,WAL,FIJ,Intercept,3,9,Counter ruck
322,S7s,7,8,FIJ,WAL,Counter ruck,7,14,TRY
322,S7s,7,9,WAL,FIJ,Restart,5,4,Poached
322,S7s,7,10,FIJ,WAL,Poach,12,14,TRY
322,S7s,7,11,FIJ,WAL,Reclaim,11,15,TRY
322,S7s,7,12,WAL,FIJ,Restart,5,10,Kicked to touch
322,S7s,7,13,FIJ,WAL,22,2,2,HE
322,S7s,7,14,WAL,FIJ,Scrum,14,13,TRY
322,S7s,7,15,FIJ,WAL,Restart,6,14,TRY
322,S7s,7,16,WAL,FIJ,Restart,6,14,TRY
322,S7s,7,17,FIJ,WAL,FK,8,8,Intercepted
322,S7s,7,18,WAL,FIJ,Intercept,8,6,HE
323,S7s,8,1,SCO,POR,Line out,4,4,Line out stolen
323,S7s,8,2,POR,SCO,Line out steal,12,10,Poached
323,S7s,8,3,SCO,POR,Poach,6,14,TRY
323,S7s,8,4,POR,SCO,Restart,5,14,TRY
323,S7s,8,5,POR,SCO,Scrum,11,7,Poached
323,S7s,8,6,SCO,POR,Poach,9,12,PEN
323,S7s,8,7,POR,SCO,PK,4,13,TRY
323,S7s,8,8,SCO,POR,Restart,5,14,TRY
323,S7s,8,9,SCO,POR,Reclaim,11,13,HE
323,S7s,8,10,POR,SCO,Line out,3,3,Kicked to touch
323,S7s,8,11,SCO,POR,Line out,7,7,HE
323,S7s,8,12,POR,SCO,Line out,9,11,HE
323,S7s,8,13,SCO,POR,Scrum,5,14,TRY
323,S7s,8,14,POR,SCO,Restart,5,13,Intercepted
323,S7s,8,15,SCO,POR,Intercept,1,1,Tackled to touch
324,S7s,9,1,ARG,CAN,Restart,5,14,Kick
324,S7s,9,2,CAN,ARG,22,2,10,PEN
324,S7s,9,3,ARG,CAN,PK,6,15,TRY
324,S7s,9,4,CAN,ARG,Restart,1,14,TRY
324,S7s,9,5,ARG,CAN,Restart,6,5,Kick
324,S7s,9,6,CAN,ARG,Kick,5,8,Poached
324,S7s,9,7,ARG,CAN,Poach,8,14,TRY
324,S7s,9,8,CAN,ARG,Restart,1,10,Poached
324,S7s,9,9,ARG,CAN,Poach,6,13,HE
324,S7s,9,10,CAN,ARG,Scrum,3,3,Scrum stolen
324,S7s,9,11,ARG,CAN,Scrum steal,13,13,Counter ruck
324,S7s,9,12,CAN,ARG,Counter ruck,3,10,Poached
324,S7s,9,13,ARG,CAN,Poach,6,15,TRY
324,S7s,9,14,CAN,ARG,Restart,1,14,TRY
324,S7s,9,15,CAN,ARG,Scrum,10,15,Intercepted
324,S7s,9,16,ARG,CAN,Intercept,1,4,Kicked to touch
325,S7s,10,1,USA,JPN,Restart,2,2,Poached
325,S7s,10,2,JPN,USA,Poach,14,15,PEN
325,S7s,10,3,USA,JPN,PK,1,5,HE
325,S7s,10,4,JPN,USA,Scrum,11,11,Intercepted
325,S7s,10,5,USA,JPN,Intercept,5,14,TRY
325,S7s,10,6,USA,JPN,Reclaim,12,14,Poached
325,S7s,10,7,JPN,USA,Poach,2,1,PEN
325,S7s,10,8,USA,JPN,PK,15,15,TRY
325,S7s,10,9,USA,JPN,Reclaim,10,15,Tackled to touch
325,S7s,10,10,JPN,USA,Line out,1,4,PEN
325,S7s,10,11,USA,JPN,PK,12,14,TRY
325,S7s,10,12,USA,JPN,Reclaim,10,13,Intercepted
325,S7s,10,13,JPN,USA,Intercept,4,4,Line out stolen
325,S7s,10,14,USA,JPN,Line out steal,10,14,TRY
325,S7s,10,15,JPN,USA,Restart,5,11,Intercepted
325,S7s,10,16,USA,JPN,Intercept,5,5,Kick
325,S7s,10,17,JPN,USA,Kick,9,14,TRY
325,S7s,10,18,USA,JPN,Restart,4,14,TRY
325,S7s,10,19,JPN,USA,Restart,1,6,Poached
325,S7s,10,20,USA,JPN,Poach,10,15,TRY
326,S7s,11,1,ENG,RUS,Reclaim,12,13,TRY
326,S7s,11,2,RUS,ENG,Restart,4,3,HE
326,S7s,11,3,ENG,RUS,Line out,13,15,TRY
326,S7s,11,4,RUS,ENG,Restart,4,7,PEN
326,S7s,11,5,ENG,RUS,PK,9,11,Intercepted
326,S7s,11,6,RUS,ENG,Intercept,5,9,Tackled to touch
326,S7s,11,7,ENG,RUS,Line out,7,8,HE
326,S7s,11,8,RUS,ENG,Scrum,8,11,HE
326,S7s,11,9,ENG,RUS,Scrum,5,14,TRY
326,S7s,11,10,RUS,ENG,Restart,6,6,PEN
326,S7s,11,11,ENG,RUS,PK,10,14,TRY
326,S7s,11,12,ENG,RUS,Restart,6,14,TRY
326,S7s,11,13,ENG,RUS,Reclaim,12,13,TRY
326,S7s,11,14,RUS,ENG,Restart,4,14,TRY
326,S7s,11,15,ENG,RUS,Restart,6,15,TRY
326,S7s,11,16,ENG,RUS,Reclaim,11,7,Intercepted
326,S7s,11,17,RUS,ENG,Intercept,9,11,HE
327,S7s,12,1,FRA,AUS,Reclaim,10,13,Maul
327,S7s,12,2,AUS,FRA,Scrum,3,14,TRY
327,S7s,12,3,AUS,FRA,PK,12,13,TRY
327,S7s,12,4,FRA,AUS,Restart,4,8,Kick
327,S7s,12,5,AUS,FRA,Kick,1,14,TRY
327,S7s,12,6,FRA,AUS,Restart,4,4,PEN
327,S7s,12,7,AUS,FRA,PK,12,14,Intercepted
327,S7s,12,8,FRA,AUS,Intercept,2,2,HE
327,S7s,12,9,AUS,FRA,Reclaim,10,14,TRY
327,S7s,12,10,FRA,AUS,Restart,8,9,PEN
327,S7s,12,11,AUS,FRA,PK,7,15,TRY
327,S7s,12,12,FRA,AUS,Restart,4,14,TRY
327,S7s,12,13,AUS,FRA,Restart,8,12,Poached
327,S7s,12,14,FRA,AUS,Poach,4,4,Poached
327,S7s,12,15,AUS,FRA,Poach,12,14,TRY
328,S7s,13,1,RSA,KEN,Restart,5,12,Counter ruck
328,S7s,13,2,KEN,RSA,Counter ruck,4,14,TRY
328,S7s,13,3,RSA,KEN,Restart,6,7,HE
328,S7s,13,4,KEN,RSA,Scrum,9,14,Scrum stolen
328,S7s,13,5,RSA,KEN,Scrum steal,2,8,Intercepted
328,S7s,13,6,KEN,RSA,Intercept,8,13,Intercepted
328,S7s,13,7,RSA,KEN,Intercept,3,5,Counter ruck
328,S7s,13,8,KEN,RSA,Counter ruck,11,14,PEN
328,S7s,13,9,RSA,KEN,PK,2,8,Intercepted
328,S7s,13,10,KEN,RSA,Intercept,8,8,Intercepted
328,S7s,13,11,RSA,KEN,Intercept,8,8,PEN
328,S7s,13,12,KEN,RSA,PK,8,12,Intercepted
328,S7s,13,13,RSA,KEN,Intercept,4,13,Tackled to touch
328,S7s,13,14,KEN,RSA,Restart,1,4,Tackled to touch
328,S7s,13,15,RSA,KEN,Line out,12,12,HE
328,S7s,13,16,KEN,RSA,Scrum,4,2,HE
328,S7s,13,17,RSA,KEN,Scrum,14,15,TRY
328,S7s,13,18,KEN,RSA,Restart,4,4,PEN
328,S7s,13,19,RSA,KEN,PK,12,13,TRY
328,S7s,13,20,KEN,RSA,Restart,1,4,Intercepted
328,S7s,13,21,RSA,KEN,Intercept,12,13,TRY
328,S7s,13,22,KEN,RSA,Restart,4,1,Counter ruck
328,S7s,13,23,RSA,KEN,Counter ruck,15,13,TRY
329,S7s,14,1,SAM,NZL,Restart,3,14,TRY
329,S7s,14,2,NZL,SAM,Restart,6,7,Tackled to touch
329,S7s,14,3,SAM,NZL,Line out,9,14,TRY
329,S7s,14,4,NZL,SAM,Restart,6,5,Poached
329,S7s,14,5,SAM,NZL,Poach,11,15,TRY
329,S7s,14,6,NZL,SAM,Line out,1,15,TRY
329,S7s,14,7,NZL,SAM,Scrum,8,15,TRY
329,S7s,14,8,SAM,NZL,Restart,3,14,PEN
329,S7s,14,9,NZL,SAM,PK,2,2,Kick
329,S7s,14,10,SAM,NZL,Kick,1,1,Kicked to touch
329,S7s,14,11,NZL,SAM,Line out,4,14,HE
329,S7s,14,12,SAM,NZL,Scrum,3,8,HE
329,S7s,14,13,NZL,SAM,Scrum,8,13,TRY
329,S7s,14,14,SAM,NZL,Restart,4,7,PEN
329,S7s,14,15,NZL,SAM,PK,9,13,TRY
330,S7s,15,1,POR,FIJ,Restart,5,7,Tackled to touch
330,S7s,15,2,FIJ,POR,Line out,9,14,TRY
330,S7s,15,3,POR,FIJ,Restart,6,12,HE
330,S7s,15,4,FIJ,POR,Line out,4,15,TRY
330,S7s,15,5,POR,FIJ,Restart,5,8,Intercepted
330,S7s,15,6,FIJ,POR,Intercept,8,8,Intercepted
330,S7s,15,7,POR,FIJ,Intercept,8,14,TRY
330,S7s,15,8,FIJ,POR,FK,8,8,Poached
330,S7s,15,9,POR,FIJ,Poach,8,8,Intercepted
330,S7s,15,10,FIJ,POR,Intercept,8,14,TRY
330,S7s,15,11,POR,FIJ,Scrum,12,9,Kicked to touch
330,S7s,15,12,FIJ,POR,Line out,4,4,Line out infraction
330,S7s,15,13,POR,FIJ,Line out,12,11,Poached
330,S7s,15,14,FIJ,POR,Poach,5,6,Intercepted
330,S7s,15,15,POR,FIJ,Intercept,10,13,PEN
330,S7s,15,16,FIJ,POR,PK,3,14,TRY
330,S7s,15,17,FIJ,POR,Reclaim,11,15,TRY
330,S7s,15,18,POR,FIJ,FK,8,7,Maul
330,S7s,15,19,FIJ,POR,Scrum,8,8,Intercepted
330,S7s,15,20,POR,FIJ,Intercept,8,13,TRY
330,S7s,15,21,FIJ,POR,Restart,5,14,TRY
331,S7s,16,1,WAL,SCO,Restart,8,10,PEN
331,S7s,16,2,SCO,WAL,PK,6,13,TRY
331,S7s,16,3,WAL,SCO,FK,8,10,Poached
331,S7s,16,4,SCO,WAL,Poach,6,9,HE
331,S7s,16,5,WAL,SCO,Scrum,7,14,TRY
331,S7s,16,6,SCO,WAL,Restart,4,15,PEN
331,S7s,16,7,WAL,SCO,PK,1,1,Kicked to touch
331,S7s,16,8,SCO,WAL,Restart,4,7,HE
331,S7s,16,9,WAL,SCO,Scrum,9,15,Intercepted
331,S7s,16,10,SCO,WAL,Intercept,1,1,Tackled to touch
331,S7s,16,11,WAL,SCO,Line out,15,15,HE
331,S7s,16,12,SCO,WAL,Scrum,3,8,Intercepted
331,S7s,16,13,WAL,SCO,Intercept,8,14,Counter ruck
331,S7s,16,14,SCO,WAL,Counter ruck,2,14,Intercepted
331,S7s,16,15,WAL,SCO,Intercept,2,8,Intercepted
331,S7s,16,16,SCO,WAL,Intercept,8,14,TRY
332,S7s,17,1,USA,ARG,Line out,3,3,Line out stolen
332,S7s,17,2,ARG,USA,Scrum,13,13,Scrum stolen
332,S7s,17,3,USA,ARG,Scrum steal,7,14,Poached
332,S7s,17,4,ARG,USA,Poach,2,4,Kick
332,S7s,17,5,USA,ARG,Kick,8,9,HE
332,S7s,17,6,ARG,USA,Scrum,7,7,Scrum stolen
332,S7s,17,7,USA,ARG,Scrum steal,9,7,Intercepted
332,S7s,17,8,ARG,USA,Intercept,9,14,HE
332,S7s,17,9,USA,ARG,Scrum,2,14,TRY
332,S7s,17,10,ARG,USA,Line out,6,8,PEN
332,S7s,17,11,USA,ARG,PK,8,14,TRY
332,S7s,17,12,ARG,USA,Restart,3,8,Poached
332,S7s,17,13,USA,ARG,Poach,8,14,TRY
332,S7s,17,14,ARG,USA,Restart,6,14,TRY
332,S7s,17,15,ARG,USA,Reclaim,11,13,PEN
332,S7s,17,16,USA,ARG,PK,1,2,PEN
332,S7s,17,17,ARG,USA,PK,14,14,TRY
332,S7s,17,18,USA,ARG,FK,8,10,Poached
332,S7s,17,19,ARG,USA,Poach,6,13,PEN
332,S7s,17,20,USA,ARG,PK,3,9,Kicked to touch
333,S7s,18,1,CAN,JPN,Reclaim,12,15,TRY
333,S7s,18,2,CAN,JPN,Reclaim,12,12,HE
333,S7s,18,3,JPN,CAN,Scrum,4,9,Maul
333,S7s,18,4,CAN,JPN,Scrum,7,10,PEN
333,S7s,18,5,JPN,CAN,PK,6,14,Maul
333,S7s,18,6,CAN,JPN,Scrum,2,14,TRY
333,S7s,18,7,JPN,CAN,Restart,4,5,Intercepted
333,S7s,18,8,CAN,JPN,Intercept,12,14,PEN
333,S7s,18,9,JPN,CAN,PK,2,5,PEN
333,S7s,18,10,CAN,JPN,PK,11,15,TRY
333,S7s,18,11,CAN,JPN,Restart,5,14,TRY
333,S7s,18,12,CAN,JPN,Reclaim,10,14,HE
333,S7s,18,13,JPN,CAN,Scrum,2,8,Counter ruck
333,S7s,18,14,CAN,JPN,Counter ruck,8,14,TRY
333,S7s,18,15,CAN,JPN,Reclaim,10,14,TRY
